Episode	 Total Reward
237	-0.6745212811776904
238	-4.223212385741116
239	-0.2873874668376817
240	-4.4453462301844135
241	-9.716030989285219
242	-0.6367749224334405
243	-0.6030331592554506
244	-1.1537629033652055
245	-11.646718867270994
246	-2.5522972925473164
247	-2.727739161128273
248	-3.5149919381178893
249	-0.2712721183196895
250	-1.6537524669673116
251	-0.6407900882007034
252	-0.5732990819492715
253	-4.948694099043198
254	-0.9686128182465414
255	-1.9791107105530015
256	-3.1480111003457867
257	-0.7636033454217869
258	-0.5043896999062754
259	-1.7320937818386137
260	-1.5568076203680041
261	-2.8293104324351175
262	-0.5462154809566868
263	-5.148892613494748
264	-7.899461772104681
265	-3.3586393318357968
266	-1.0109560071805532
267	-4.100655960772336
268	-7.818566864876939
269	-1.5605895106764922
270	-1.2082144415997944
271	-5.2969362558031
272	-4.023542503151989
273	-10.001094530778285
274	-10.245205737580015
275	-20.292169872705955
276	-1.4403653223473343
277	-14.068806308722777
278	-3.9065729329285865
279	-1.600727349871703
280	-2.221605259930682
281	-5.83233725136013
282	-6.408208236562971
283	-0.8145595121126183
284	-2.3831970904832303
285	-0.6713332045484567
286	-1.5053801204807273
287	-4.547222529479141
288	-7.86073030106018
289	-4.8879247293350225
290	-1.491316896665409
291	-0.7595373732317132
292	-2.1840004214020583
293	-2.391796504842546
294	-11.680069454842608
295	-2.207805638122566
296	-2.835831141577071
297	-7.386991681542158
298	-3.7765854126667957
299	-1.304039384478125
300	-0.8693337385418214
301	-4.602747208225292
302	-17.76664501272881
303	-2.2037463400420445
304	-6.20877051048755
305	-5.231265475827311
306	-1.617899629164554
307	-4.398644236188769
308	-2.7878655285552525
309	-3.178402182552853
310	-1.2890748275115513
311	-1.2985422678549519
312	-0.6325847435086762
313	-0.6745566137000075
314	-1.276019873548873
315	-4.097436447224409
316	-2.3845434726860977
317	-0.6486624108803366
318	-0.9885315417955888
319	-7.137202866713993
320	-0.9828626796922698
321	-0.8730017557342138
322	-1.7357647728468018
323	-1.5316311362556145
324	-9.024660974324135
325	-1.104795156005233
326	-0.911834244105257
327	-3.302858525158767
328	-6.044737056552893
329	-0.9526102652161792
330	-2.945811547295261
331	-1.605673979951598
332	-2.074040182445128
333	-1.2611465635704957
334	-0.2217974196576225
335	-17.343900552687764
336	-0.8132883125899724
337	-0.40036783631497985
338	-0.3162786450692344
339	-1.9120712737914485
340	-0.5945612906709596
341	-0.7751757163479149
342	-2.776454724671375
343	-0.9743006346469867
344	-5.130400985848623
345	-3.850823910014676
346	-0.28332342436047314
347	-1.6460749903136582
348	-2.5578989424834484
349	-1.4956540363857753
350	-2.7331875707163213
351	-1.1443635168860504
352	-6.617925193274368
353	-0.47313324677160806
354	-1.593428854258217
355	-3.011105628448912
356	-1.0773209296312596
357	-2.523799080007757
358	-1.0078349309270649
359	-2.216400276662734
360	-1.0543395948564565
361	-1.4137847472155276
362	-0.6215422231803139
363	-0.2970600186298945
364	-1.0804264907943584
365	-0.8717476113495284
366	-8.510460543445527
367	-3.1553155093674334
368	-4.012911915126262
369	-11.259147058424654
370	-2.4253626206894623
371	-8.41617222349096
372	-0.36604839418104923
373	-1.4023924442611388
374	-1.1772972510256579
375	-3.8143071950447975
376	-6.378916799002921
377	-2.5158154581646723
378	-1.1232420862834296
379	-1.7058842833645942
380	-0.7569947844274766
381	-13.37285185667
382	-3.7693039402419943
383	-3.8636593394906633
384	-1.5452276068416597
385	-6.076136828130984
386	-0.9120041684542515
387	-5.247850682734388
388	-0.94371602091384
389	-1.999528437869564
390	-4.166380509931661
391	-1.3051407471057022
392	-0.35338271007488364
393	-11.36172069350928
394	-5.2956683648491225
395	-0.7668145968824421
396	-4.937411052117365
397	-1.1389809697118112
398	-4.169189688798278
399	-10.255809690573685
400	-7.017770607975259
401	-1.7261548418899308
402	-1.8589790500302803
403	-2.898961705296006
404	-2.6849056356881635
405	-0.8704164852004823
406	-3.8083351868452278
407	-3.649364565171946
408	-4.6850607787486265
409	-1.3664172021407737
410	-6.224553799281655
411	-1.699813540155405
412	-1.4095012103841245
413	-1.0995402510157826
414	-2.347566616887171
415	-1.133182655245469
416	-2.533030465256441
417	-0.5454489433908736
418	-0.706327593317731
419	-1.9283752892991433
420	-1.5539467373834892
421	-0.9302744416497712
422	-9.633288960790885
423	-2.449406472109831
424	-1.1139972586910896
425	-0.3250755826454921
426	-1.843453777793075
427	-6.964931436268747
428	-0.9734291122835981
429	-0.32277174601625835
430	-8.291257988149782
431	-1.176129784907156
432	-13.147614661554595
433	-3.8426951770424127
434	-0.8068791926659569
435	-19.554222459265148
436	-1.9421451574595099
437	-1.6313622005378274
438	-5.133139758535459
439	-1.286824685098785
440	-0.670469779538923
441	-1.9258738948082113
442	-1.2697710733971261
443	-4.718405489360916
444	-2.769192374213869
445	-1.2572756935632816
446	-6.282979408688586
447	-0.2950401120532189
448	-2.2859724007113167
449	-3.1480614313919735
450	-2.1981326535306622
451	-1.72038189838027
452	-1.2357845779983534
453	-0.9588241703427165
454	-1.4066860391266813
455	-7.98883112245134
456	-1.262402123456547
457	-3.1267193110167018
458	-0.3579667655965223
459	-1.2131330731080114
460	-1.98374276364961
461	-2.3418528688413978
462	-1.2601612878090906
463	-2.180053787211429
464	-1.1534834560469314
465	-1.3480531692101452
466	-2.1362482995108922
467	-0.9868776185337569
468	-1.1420559731069946
469	-3.0887845634987374
470	-1.7453401537163944
471	-2.037797666478405
472	-1.5050477745683153
473	-9.156255861513122
474	-0.9777106152440316
475	-0.5869382904313188
476	-1.5230867767126823
477	-4.433258624607548
478	-2.0747222391821594
479	-2.452022599367316
480	-1.5784584429695605
481	-0.7049711936284054
482	-3.696375153107244
483	-1.4172537544290598
484	-2.0144125464286287
485	-0.9373816814775557
486	-0.5290570498607938
487	-0.44375689427414194
488	-12.39524444550577
489	-4.935680038685542
490	-3.4543153343518673
491	-0.776688295689478
492	-1.750086909218043
493	-3.52940816870336
494	-0.8838427039608469
495	-0.7615545924113158
496	-0.684266065953224
497	-4.091176912316401
498	-2.7457508545216776
499	-1.5930260812637478
500	-3.804555368761383
501	-3.1256024347804168
502	-4.94420893703592
503	-0.820062418557983
504	-2.183603011988346
505	-0.5070466163659442
506	-1.4399702374841532
507	-1.6897903668443943
508	-8.929705137961463
509	-3.3782392515356996
510	-0.33770255453454034
511	-1.3382407993312029
512	-4.40577875254002
513	-0.7581390963368992
514	-1.1742396618706938
515	-1.3505737804605176
516	-6.474916613437807
517	-6.163564109439565
518	-3.9082556256317336
519	-4.613263850497801
520	-1.1399852755645568
521	-1.465009909172203
522	-15.305422456045907
523	-0.18063802541226276
524	-3.228396783630419
525	-1.7368856126429904
526	-0.6013330451799478
527	-0.939523339711171
528	-1.4544893153055674
529	-1.6678747167745458
530	-3.73056233399473
531	-1.635307614784736
532	-0.7862263717406958
533	-0.5695420613052816
534	-2.536683999189115
535	-3.590394420056517
536	-0.8812702483930328
537	-4.857859675225409
538	-1.1348888222092688
539	-0.9730650061494194
540	-11.161929013172363
541	-8.05960345278389
542	-1.6418173484503886
543	-0.9985530199885242
544	-2.280356681172068
545	-0.8369858457356036
546	-0.9729131849124963
547	-0.5348656574280531
548	-9.327306294270663
549	-1.4201957653763464
550	-3.6187795767328983
551	-3.1774452648720035
552	-1.1975502438855088
553	-0.952140830983643
554	-0.4032210543527105
555	-0.8263068252743897
556	-0.6467089385516526
557	-1.0360391238592477
558	-2.941051716972403
559	-0.7271048264605902
560	-11.841682789148892
561	-2.3970417214899498
562	-7.341074646724971
563	-1.669145301302502
564	-9.884065853723838
565	-2.4355707551161165
566	-7.6861054699809195
567	-1.814231055920337
568	-0.8270617455330886
569	-0.4102035954129264
570	-0.9757930917734647
571	-0.5597679253845246
572	-2.3512357417315726
573	-1.3162694150390026
574	-6.592118871939574
575	-5.931369975584406
576	-12.60132030572345
577	-3.928234904914271
578	-2.3954138539929524
579	-9.95165129327682
580	-0.8977761631016332
581	-1.6912734292493279
582	-2.338392228619131
583	-1.521223701030995
584	-4.394436968939198
585	-1.4938881096683092
586	-0.7391795377268249
587	-2.3468715696768863
588	-1.0517596469463197
589	-5.608775816948858
590	-0.9730361642443889
591	-0.7966523713648435
592	-1.888350158424912
593	-0.5790758884038636
594	-1.7629501226069146
595	-6.66724927111642
596	-4.820805842675825
597	-1.2049479096030016
598	-3.783676307963824
599	-1.239504432016659
600	-6.0677239346202505
601	-2.9254364889584963
602	-3.378815100149045
603	-1.4326052357800374
604	-0.7788560885432715
605	-10.246814571936593
606	-3.4864563320378132
607	-1.7478742898080726
608	-3.552595220607592
609	-3.267706723606943
610	-4.08557531742997
611	-0.6852728598658318
612	-2.222105186308931
613	-1.2398767992378459
614	-2.4183763560444484
615	-1.1845123657287633
616	-2.0511257791950257
617	-0.27555063827105997
618	-1.9546895227423486
619	-2.148849633556608
620	-0.5972774070608183
621	-2.2142835004782437
622	-1.475150031463841
623	-1.9369919052885647
624	-3.7850587822108066
625	-0.42286682819657784
626	-7.386481561027559
627	-1.1915908346648927
628	-2.7553882671606007
629	-1.4498336191656664
630	-2.1367389314832046
631	-1.3408927304049283
632	-3.140779940569511
633	-3.27295218739731
634	-1.3825150314646164
635	-1.3314177149597002
636	-4.079320465263166
637	-0.4440771583615954
638	-0.6382592603333989
639	-1.1897714722839452
640	-0.7172887197417568
641	-3.2820945291205916
642	-0.7558309996038789
643	-1.5768214713058408
644	-1.2706793929314517
645	-1.7105058474818953
646	-3.0996769773545547
647	-2.25866281869695
648	-7.950775318327608
649	-0.9734949649875982
650	-0.987825890943729
651	-1.1767300402151315
652	-1.0402915436899076
653	-1.802731671513038
654	-0.9592325017234553
655	-0.7850450288919967
656	-1.2393974499211269
657	-5.024610398045831
658	-1.0261991555414707
659	-0.3197540612525207
660	-7.3216411423224885
661	-1.2625617981131714
662	-13.544685360110428
663	-0.9004574999153168
664	-0.4806427394056724
665	-4.55653090924218
666	-7.832654244991355
667	-0.20652083649307326
668	-0.8334753183380615
669	-5.1702620435533175
670	-0.9598593288366287
671	-1.8009721332619937
672	-0.8330689781566167
673	-1.8254156730249518
674	-0.63487199902328
675	-5.832080932158927
676	-2.8498777642682622
677	-0.8262364828832487
678	-2.7836833617844565
679	-11.074111019615081
680	-4.03377719633006
681	-4.060426905671271
682	-7.938329984748613
683	-1.3542424449351
684	-4.545239632467457
685	-1.9301080183647361
686	-1.5271113282675284
687	-9.497960876714394
688	-2.3266277434214135
689	-2.1270634744814068
690	-5.202535086835328
691	-4.588188114886624
692	-1.3737615745361431
693	-2.3189680451979156
694	-5.206181316639981
695	-1.0174020758735303
696	-1.2931739218749927
697	-4.870522938311852
698	-0.8167478003914617
699	-3.6184212084216516
700	-2.0681563537092833
701	-1.0386183218589662
702	-2.2027920724064645
703	-1.5840822463436395
704	-4.569062043240754
705	-1.9043745126569749
706	-1.1170169051637437
707	-2.3964703394999938
708	-2.072369474430549
709	-0.9618639436763515
710	-2.394070197729709
711	-3.3732142582832747
712	-2.437156989204872
713	-1.0081595700948367
714	-0.8220207069941718
715	-0.6123670385366716
716	-0.6401302630502902
717	-0.8447115206005071
718	-7.767323684179735
719	-1.332864214122392
720	-1.0200284678304132
721	-0.439673043719717
722	-2.380694318111412
723	-8.077104274333962
724	-1.0947629019551113
725	-0.38611978742302777
726	-0.5788643001845242
727	-1.6749399585957567
728	-1.8310623941574837
729	-0.9466550682601433
730	-1.3862829266607495
731	-3.505410370826458
732	-3.247680189331179
733	-14.56376124251569
734	-0.2933342789031974
735	-0.814964811748537
736	-1.7702490316333908
737	-2.159849236676354
738	-5.998378237550628
739	-0.44088734168214133
740	-3.956083476368957
741	-2.082893310666276
742	-1.6859709214058598
743	-1.9246517158410574
744	-1.4638401266653651
745	-0.2830597539028632
746	-0.6764784670837152
747	-8.824689277113249
748	-2.6170986893344983
749	-0.5208494820276455
750	-0.603878351563591
751	-1.963362494179043
752	-3.7335097714763323
753	-1.223432806961384
754	-1.1161583384120966
755	-3.89477062324828
756	-6.158050117127514
757	-4.84060433582551
758	-0.7581415942720262
759	-3.683463601973986
760	-2.239863238833041
761	-1.5769465452654035
762	-2.6129197269053224
763	-3.0399750892851003
764	-1.9922304445240837
765	-4.5754886057597055
766	-1.098244452941663
767	-0.9377314672814336
768	-2.1237925257807633
769	-0.30026874223082917
770	-1.915462127791112
771	-2.2768499035743117
772	-1.2222406563432935
773	-0.6451625453847434
774	-3.4842197547235116
775	-1.1763232357361073
776	-2.504664517597737
777	-3.9632570871400246
778	-1.1088339327519328
779	-1.685961961865103
780	-2.68040494234648
781	-1.3599466126672624
782	-2.7023295647073278
783	-1.0321122971013077
784	-3.582360025161423
785	-0.11932840406478538
786	-0.8912169685614245
787	-0.808288652462672
788	-2.732332389014899
789	-2.3158048893925622
790	-2.5211356320867497
791	-6.567766412210179
792	-1.5057625041332172
793	-2.726529807678587
794	-5.477373247409482
795	-1.6539161373007614
796	-1.2633815269667794
797	-0.2155697589793027
798	-1.7200610278759796
799	-0.5751304951924602
800	-3.9849797371260687
801	-2.671763460525505
802	-1.3108565162918588
803	-2.2846274775588
804	-1.215930368425613
805	-0.49796082265884634
806	-0.8126507621807987
807	-4.435558088677886
808	-4.4302862180657385
809	-5.347638884559651
810	-1.5288409342612037
811	-1.371359276870833
812	-0.9174501317775078
813	-0.46367567329999126
814	-2.4161021429470138
815	-0.9309285755708594
816	-4.600291879088914
817	-2.7371616436739155
818	-0.9767878845625095
819	-1.0327955253633827
820	-0.6116233977672528
821	-3.957397115028677
822	-7.114508689268643
823	-4.953639926278452
824	-0.7310000059875867
825	-0.7513119773227023
826	-1.744917408840564
827	-4.153381871699003
828	-1.7837333652929117
829	-1.0009161018403268
830	-2.4063605601731584
831	-2.795507402995193
832	-2.519334470816493
833	-2.346284724963183
834	-2.276565491310467
835	-2.7852956197587915
836	-3.524020567778982
837	-3.675459542145369
838	-1.0786642649784204
839	-1.057840269911526
840	-2.2046931447187097
841	-0.442215111064876
842	-5.040982840289268
843	-0.6031693755151557
844	-0.9122801314045972
845	-1.3496650437947997
846	-0.7328238584618021
847	-2.2664555626254606
848	-6.090327474079773
849	-0.7504792006615744
850	-1.6837916102673085
851	-1.3539122076270496
852	-6.025817380468652
853	-0.40995071559196516
854	-3.51178048005195
855	-9.530187036977955
856	-1.388282511724677
857	-3.2668691005688397
858	-9.993680671325377
859	-1.7393358740445175
860	-2.71529433645736
861	-2.3220147349131635
862	-3.1212601185040785
863	-0.8191529227189849
864	-2.8922088756537407
865	-1.5898486219467953
866	-3.1335821400986203
867	-5.102022594588858
868	-0.8864335716065392
869	-2.17006796018255
870	-2.555629897543713
871	-2.3908163439501617
872	-1.4590759031489668
873	-2.6889063943804627
874	-4.943976318348203
875	-1.0454573991950116
876	-1.4357704362476713
877	-2.108786644866093
878	-2.883762329112434
879	-0.7413943707327586
880	-2.483650320706611
881	-0.6316959139327633
882	-3.4050786048513935
883	-0.6618963028277577
884	-4.745213454656469
885	-17.540118500365853
886	-0.7200329958689673
887	-4.9327958432077015
888	-2.0907966438610583
889	-0.8496726476469046
890	-3.392183612834759
891	-1.4902621323555352
892	-1.9137233477479263
893	-1.0585401076173115
894	-1.23535165975028
895	-2.075574236777076
896	-3.2192542321207616
897	-0.6716157492067089
898	-3.1726826889296196
899	-0.569524363736646
900	-7.327270945614707
901	-0.7472905674403288
902	-1.122803011180813
903	-0.6175460703153735
904	-5.659092582001756
905	-1.7888812005069097
906	-1.4485125727269823
907	-0.9133629898953783
908	-4.809417425993964
909	-0.932751527057795
910	-1.814716854561449
911	-1.5906452194145453
912	-2.6555203059057346
913	-2.997600473691169
914	-1.0287791379645077
915	-1.3769613306959894
916	-1.8524077448543546
917	-3.3218134939303807
918	-1.4837976772009647
919	-5.016290923676605
920	-1.023572715401788
921	-2.184321457542634
922	-7.1595411322401485
923	-0.625653044346863
924	-10.111493473436415
925	-3.039339671242498
926	-1.1715426962673479
927	-2.698721067130872
928	-0.3361672663041978
929	-2.6988146924674004
930	-0.28361686973221967
931	-0.7200334729862
932	-3.3260410598222356
933	-1.5569599876667712
934	-0.38026866951071886
935	-1.6099012636355639
936	-0.7775913647600539
937	-1.1405345439662509
938	-2.146951275521263
939	-2.4109013620007747
940	-3.6917752744112415
941	-4.032681811902417
942	-3.012048005943263
943	-0.8638574270006044
944	-6.51005385702196
945	-1.4117597149046222
946	-3.1690973637596107
947	-2.2772878537226955
948	-3.9140331356404063
949	-1.8277855712095676
950	-1.2652908096642592
951	-2.63310211937092
952	-1.6189078669416377
953	-6.37097659941908
954	-0.7639616314068
955	-2.1540052734847306
956	-1.34685027021898
957	-0.8823840537457027
958	-6.667340870730444
959	-0.8496158701330672
960	-2.674486397937911
961	-9.055125219205683
962	-0.7983950078763905
963	-3.2017491373826195
964	-12.32095501443889
965	-3.6325989308762887
966	-0.4310938213729544
967	-5.045219802122148
968	-0.8660456236823008
969	-2.507991440671206
970	-0.6288254542499934
971	-3.2684382118973243
972	-0.8261595732023163
973	-18.476739588552714
974	-5.682254881748735
975	-4.266901868795078
976	-1.012157370245379
977	-4.125974342735262
978	-0.31030744490134504
979	-1.1677233599170043
980	-4.1705452928141575
981	-0.8776714587877468
982	-0.180733988694358
983	-6.307191457266489
984	-2.245264587181775
985	-1.9594079946383367
986	-0.8194460025824979
987	-1.9071472963963405
988	-2.2257196431198376
989	-2.1849532301851338
990	-2.227168397975578
991	-15.182780902543502
992	-1.6858776427953344
993	-2.2122523151266584
994	-1.7678122316904192
995	-0.9469442727245413
996	-1.4327724249934342
997	-0.8550369324545253
998	-7.1639428552357725
999	-2.6874000659796
1000	-42.32615742285705
1001	-29.255371710935844
1002	-48.5531424711335
1003	-68.31509361341863
1004	-36.090308139493466
1005	-60.879636808469215
1006	-23.408464731801672
1007	-22.01443522461065
1008	-14.081073894464769
1009	-26.55972457800468
1010	-39.67336484349458
1011	-13.462190478816701
1012	-57.473262897769644
1013	-32.882869859682
1014	-47.62437900994959
1015	-28.434659098122896
1016	-11.454036610660175
1017	-43.444759839075026
1018	-90.3222662035156
1019	-11.499513415686533
1020	-28.1702118464407
1021	-10.82578235170357
1022	-28.885563967632322
1023	-13.698443893900885
1024	-4.181561648952799
1025	-46.83232963794836
1026	-16.974393033016202
1027	-51.22060536812427
1028	-20.480188643913202
1029	-12.891859497609609
1030	-2.867780991501076
1031	-15.887761398408099
1032	-1.6211141924225885
1033	-55.63929697611826
1034	-16.39342036191911
1035	-4.383101700900532
1036	-3.2481399116998766
1037	-5.05093371074062
1038	-11.77710371795535
1039	-8.299647678470025
1040	-27.13792679731283
1041	-5.3249487598490415
1042	-10.752648488983507
1043	-22.324890364551386
1044	-3.9833303633957016
1045	-9.272128478714446
1046	-0.7069194190188487
1047	-44.377972633865845
1048	-12.712514600018157
1049	-57.29945226953351
1050	-3.506791774054744
1051	-3.355585993984807
1052	-13.8733928632649
1053	-13.765446412762193
1054	-16.100774139248305
1055	-0.1244737830481738
1056	-2.50963826885475
1057	-9.011429457334254
1058	-5.664095498686957
1059	-4.471534105145344
1060	-16.0436010337888
1061	-17.360818173783468
1062	-7.647151766992986
1063	-16.38984512760115
1064	-3.1304706687899433
1065	-7.856008192440015
1066	-0.7595466512917832
1067	-10.838199612966214
1068	-2.39577099489729
1069	-2.8279710852292896
1070	-4.23288854959505
1071	-1.797880183755212
1072	-0.5253155519259999
1073	-7.262606855166138
1074	-5.51785092267774
1075	-1.3017645197964705
1076	-2.402962620278415
1077	-0.6951353803555472
1078	-2.121268714541549
1079	-3.3566071676531757
1080	-1.0015671399142883
1081	-2.020398836331149
1082	-1.0703720450665644
1083	-3.715577721875796
1084	-0.30816733537837215
1085	-5.904074451774483
1086	-9.492292891474383
1087	-2.8585635142934174
1088	-0.9697015725698086
1089	-0.4403780867005636
1090	-0.34014918267198124
1091	-15.00135211526974
1092	-0.5496882937403271
1093	-8.409518627512604
1094	-2.5948523239852115
1095	-0.6423133932374121
1096	-1.3402474815895222
1097	-1.0735600496188136
1098	-3.4717814253215793
1099	-6.573956957619489
1100	-0.30474963711241865
1101	-0.40707889804584374
1102	-1.8408917662693058
1103	-0.6617846046369728
1104	-1.7768945871954327
1105	-0.6832059939275003
1106	-10.49569956918543
1107	-0.6751721384584102
1108	-1.8726471803572282
1109	-3.282478905045952
1110	-0.36291527300465254
1111	-2.753593286281764
1112	-2.087342544380504
1113	-0.47527117457453183
1114	-1.3046898585890734
1115	-0.23209870161336885
1116	-0.8065185716459559
1117	-1.157572200545242
1118	-34.16813569031607
1119	-1.0845355401746544
1120	-2.1472659072889244
1121	-0.16239854949954546
1122	-0.8754312192463809
1123	-3.0342774591494233
1124	-1.6674084142458212
1125	-4.50022631175655
1126	-0.5772315737048545
1127	-0.2158828546273202
1128	-4.928464749433651
1129	-0.5917559943038571
1130	-1.044612075590686
1131	-1.018284224775146
1132	-0.4409871028945593
1133	-0.15425392391660767
1134	-0.5198535114059859
1135	-0.19670548917410632
1136	-1.2102919482948786
1137	-1.0375957570066288
1138	-5.835931973088682
1139	-0.10616811851027642
1140	-0.4135919314377211
1141	-0.2523849945305269
1142	-0.2005948851879918
1143	-0.5595377462895218
1144	-1.3148909945635272
1145	-3.8626092646426713
1146	-0.15197968253953287
1147	-5.52885912329838
1148	-0.5245489589771185
1149	-1.0523824789905643
1150	-1.5693021236763391
1151	-2.3513637113367523
1152	-1.5451951528995067
1153	-0.5016576710916415
1154	-1.1176562599563302
1155	-0.3916469823583081
1156	-0.9837903867504929
1157	-0.9687315699605498
1158	-0.4392310018952479
1159	-6.6489963788678095
1160	-1.2172607488458507
1161	-2.618901126152624
1162	-7.6059770555214055
1163	-3.132629052533805
1164	-0.6254373659274509
1165	-0.10859521110442387
1166	-0.7998652817088638
1167	-2.703556325616775
1168	-0.4675214471808983
1169	-5.641337081782295
1170	-0.6231005417273942
1171	-0.2416375835165344
1172	-0.18773626256560966
1173	-0.708591226663685
1174	-0.1967848039943021
1175	-0.212475545276802
1176	-0.19692455461661793
1177	-3.2442099479295536
1178	-0.2675851948999417
1179	-2.299511766218453
1180	-0.10125043026470275
1181	-0.7311514427872399
1182	-0.31087604524032103
1183	-0.15592267089502218
1184	-0.7423123439151563
1185	-0.23727107514829723
1186	-0.9217392908108153
1187	-0.42754664188000535
1188	-1.7388248587427935
1189	-0.5551491630677828
